gkz;haushaltshinweis;haushaltshinweis_name;unterabschnitt;unterabschnitt_name;postengruppe;postengruppe_name;betrag;jahr
40101;1;"ordentliche Ausgaben";528;Tierkörperbeseitigung;511;"Geldbezüge der Vertragsbediensteten in handwerklicher Verwendung";107664,16;2012
40101;1;"ordentliche Ausgaben";528;Tierkörperbeseitigung;560;" Reisegebühren";1953,36;2012
40101;1;"ordentliche Ausgaben";528;Tierkörperbeseitigung;580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";4855,39;2012
40101;1;"ordentliche Ausgaben";528;Tierkörperbeseitigung;581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";21982,12;2012
40101;1;"ordentliche Ausgaben";528;Tierkörperbeseitigung;601;Gas;2876,37;2012
40101;1;"ordentliche Ausgaben";528;Tierkörperbeseitigung;614;"Instandhaltung von Gebäuden";300,41;2012
40101;1;"ordentliche Ausgaben";528;Tierkörperbeseitigung;616;"Instandhaltung von Maschinen und maschinellen Anlagen";1672,85;2012
40101;1;"ordentliche Ausgaben";528;Tierkörperbeseitigung;617;"Instandhaltung von Fahrzeugen";2969,45;2012
40101;1;"ordentliche Ausgaben";528;Tierkörperbeseitigung;618;"Instandhaltung von sonstigen Anlagen";804,19;2012
40101;1;"ordentliche Ausgaben";528;Tierkörperbeseitigung;631;Telekommunikationsdienste;89,57;2012
40101;1;"ordentliche Ausgaben";528;Tierkörperbeseitigung;670;Versicherungen;2429,32;2012
40101;1;"ordentliche Ausgaben";528;Tierkörperbeseitigung;710;"Öffentliche Abgaben (Ausgaben), ohne Gebühren gemäß FAG";3656,58;2012
40101;1;"ordentliche Ausgaben";528;Tierkörperbeseitigung;755;"Laufende Transferzahlungen an Unternehmungen (ohne Finanzunternehmungen)";216273,44;2012
40101;1;"ordentliche Ausgaben";530;Rettungsdienste;650;"Zinsen für Finanzschulden - Inland";16503,58;2012
40101;1;"ordentliche Ausgaben";530;Rettungsdienste;757;"Laufende Transferzahlungen an private Organisationen ohne Erwerbszweck";1405634,40;2012
40101;1;"ordentliche Ausgaben";562;Sprengelbeiträge;751;"Laufende Transferzahlungen an Länder, Landesfonds und Landeskammern";47956286,00;2012
40101;1;"ordentliche Ausgaben";610;Bundestraßen;346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";522333,33;2012
40101;1;"ordentliche Ausgaben";610;Bundestraßen;650;"Zinsen für Finanzschulden - Inland";75700,82;2012
40101;1;"ordentliche Ausgaben";610;Bundestraßen;653;"Zinsen für Finanzschulden - Ausland";42530,94;2012
40101;1;"ordentliche Ausgaben";611;Landesstraßen;650;"Zinsen für Finanzschulden - Inland";4983,96;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;020;"Maschinen und maschinelle Anlagen";27282,58;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;043;Betriebsausstattung;4165,58;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";1867369,92;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;400;"Geringwertige Wirtschaftsgüter des Anlagevermögens";7659,04;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;401;"Materialien (soweit nicht zugeordnet)";144483,27;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;500;"Geldbezüge von Beamten der Verwaltung";460373,34;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;501;"Geldbezüge der Beamten in handwerklicher Verwendung";111775,47;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;510;"Geldbezüge der Vertragsbediensteten der Verwaltung";359072,93;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;511;"Geldbezüge der Vertragsbediensteten in handwerklicher Verwendung";1053778,51;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;560;" Reisegebühren";20571,41;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";79572,94;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";325113,53;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;600;Strom;35180,05;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;601;Gas;8435,99;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;602;Wasser;11017,05;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;603;Wärme;39796,89;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;611;"Instandhaltung von Straßenbauten";120526,33;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;614;"Instandhaltung von Gebäuden";12000,33;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;616;"Instandhaltung von Maschinen und maschinellen Anlagen";25097,90;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;617;"Instandhaltung von Fahrzeugen";134243,22;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;618;"Instandhaltung von sonstigen Anlagen";31082,70;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;631;Telekommunikationsdienste;11353,53;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;650;"Zinsen für Finanzschulden - Inland";1290740,71;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;653;"Zinsen für Finanzschulden - Ausland";34884,60;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;670;Versicherungen;50881,64;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;700;Mietzinse;54862,27;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;710;"Öffentliche Abgaben (Ausgaben), ohne Gebühren gemäß FAG";32291,51;2012
40101;1;"ordentliche Ausgaben";612;Gemeindestraßen;728;"Entgelte für sonstige Leistungen";284124,91;2012
40101;1;"ordentliche Ausgaben";629;"Allgemeiner Wasserbau - Sonstige Maßnahmen";650;"Zinsen für Finanzschulden - Inland";2205,07;2012
40101;1;"ordentliche Ausgaben";630;Bundesflüse;346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";90000,00;2012
40101;1;"ordentliche Ausgaben";630;Bundesflüse;400;"Geringwertige Wirtschaftsgüter des Anlagevermögens";663,26;2012
40101;1;"ordentliche Ausgaben";630;Bundesflüse;401;"Materialien (soweit nicht zugeordnet)";78,37;2012
40101;1;"ordentliche Ausgaben";630;Bundesflüse;600;Strom;2941,61;2012
40101;1;"ordentliche Ausgaben";630;Bundesflüse;612;"Instandhaltung von Wasser- und Kanalisationsanlagen";27969,32;2012
40101;1;"ordentliche Ausgaben";630;Bundesflüse;650;"Zinsen für Finanzschulden - Inland";7582,35;2012
40101;1;"ordentliche Ausgaben";630;Bundesflüse;653;"Zinsen für Finanzschulden - Ausland";8442,68;2012
40101;1;"ordentliche Ausgaben";639;"Schutzwasserbauten - Sonstige Einrichtungen und Maßnhamen";030;"Werkzeuge und sonstige Erzugungshilfsmittel";504,96;2012
40101;1;"ordentliche Ausgaben";639;"Schutzwasserbauten - Sonstige Einrichtungen und Maßnhamen";500;"Geldbezüge von Beamten der Verwaltung";100746,96;2012
40101;1;"ordentliche Ausgaben";639;"Schutzwasserbauten - Sonstige Einrichtungen und Maßnhamen";510;"Geldbezüge der Vertragsbediensteten der Verwaltung";43740,43;2012
40101;1;"ordentliche Ausgaben";639;"Schutzwasserbauten - Sonstige Einrichtungen und Maßnhamen";560;" Reisegebühren";3280,68;2012
40101;1;"ordentliche Ausgaben";639;"Schutzwasserbauten - Sonstige Einrichtungen und Maßnhamen";580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";6508,95;2012
40101;1;"ordentliche Ausgaben";639;"Schutzwasserbauten - Sonstige Einrichtungen und Maßnhamen";581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";14439,66;2012
40101;1;"ordentliche Ausgaben";639;"Schutzwasserbauten - Sonstige Einrichtungen und Maßnhamen";613;"Instandhaltung von sonstigen Grundstückseinrichtungen";174964,76;2012
40101;1;"ordentliche Ausgaben";639;"Schutzwasserbauten - Sonstige Einrichtungen und Maßnhamen";631;Telekommunikationsdienste;1701,25;2012
40101;1;"ordentliche Ausgaben";639;"Schutzwasserbauten - Sonstige Einrichtungen und Maßnhamen";650;"Zinsen für Finanzschulden - Inland";617,11;2012
40101;1;"ordentliche Ausgaben";639;"Schutzwasserbauten - Sonstige Einrichtungen und Maßnhamen";728;"Entgelte für sonstige Leistungen";4328,88;2012
40101;1;"ordentliche Ausgaben";639;"Schutzwasserbauten - Sonstige Einrichtungen und Maßnhamen";729;"Sonstige Ausgaben";19000,00;2012
40101;1;"ordentliche Ausgaben";640;"Einrichtungen und Maßnahmen nach der Straßenverkehrsordnung";050;Sonderanlagen;17785,92;2012
40101;1;"ordentliche Ausgaben";640;"Einrichtungen und Maßnahmen nach der Straßenverkehrsordnung";346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";141666,67;2012
40101;1;"ordentliche Ausgaben";640;"Einrichtungen und Maßnahmen nach der Straßenverkehrsordnung";400;"Geringwertige Wirtschaftsgüter des Anlagevermögens";62346,41;2012
40101;1;"ordentliche Ausgaben";640;"Einrichtungen und Maßnahmen nach der Straßenverkehrsordnung";401;"Materialien (soweit nicht zugeordnet)";6803,33;2012
40101;1;"ordentliche Ausgaben";640;"Einrichtungen und Maßnahmen nach der Straßenverkehrsordnung";457;Druckwerke;45357,26;2012
40101;1;"ordentliche Ausgaben";640;"Einrichtungen und Maßnahmen nach der Straßenverkehrsordnung";500;"Geldbezüge von Beamten der Verwaltung";152928,50;2012
40101;1;"ordentliche Ausgaben";640;"Einrichtungen und Maßnahmen nach der Straßenverkehrsordnung";501;"Geldbezüge der Beamten in handwerklicher Verwendung";60886,05;2012
40101;1;"ordentliche Ausgaben";640;"Einrichtungen und Maßnahmen nach der Straßenverkehrsordnung";510;"Geldbezüge der Vertragsbediensteten der Verwaltung";352357,75;2012
40101;1;"ordentliche Ausgaben";640;"Einrichtungen und Maßnahmen nach der Straßenverkehrsordnung";511;"Geldbezüge der Vertragsbediensteten in handwerklicher Verwendung";236889,23;2012
40101;1;"ordentliche Ausgaben";640;"Einrichtungen und Maßnahmen nach der Straßenverkehrsordnung";560;" Reisegebühren";862,12;2012
40101;1;"ordentliche Ausgaben";640;"Einrichtungen und Maßnahmen nach der Straßenverkehrsordnung";580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";33682,31;2012
40101;1;"ordentliche Ausgaben";640;"Einrichtungen und Maßnahmen nach der Straßenverkehrsordnung";581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";137585,49;2012
40101;1;"ordentliche Ausgaben";640;"Einrichtungen und Maßnahmen nach der Straßenverkehrsordnung";600;Strom;177377,64;2012
40101;1;"ordentliche Ausgaben";640;"Einrichtungen und Maßnahmen nach der Straßenverkehrsordnung";611;"Instandhaltung von Straßenbauten";85319,83;2012
40101;1;"ordentliche Ausgaben";640;"Einrichtungen und Maßnahmen nach der Straßenverkehrsordnung";616;"Instandhaltung von Maschinen und maschinellen Anlagen";198,54;2012
40101;1;"ordentliche Ausgaben";640;"Einrichtungen und Maßnahmen nach der Straßenverkehrsordnung";617;"Instandhaltung von Fahrzeugen";1753,75;2012
40101;1;"ordentliche Ausgaben";640;"Einrichtungen und Maßnahmen nach der Straßenverkehrsordnung";619;"Instandhaltung von Sonderanlagen";1597267,07;2012
40101;1;"ordentliche Ausgaben";640;"Einrichtungen und Maßnahmen nach der Straßenverkehrsordnung";631;Telekommunikationsdienste;5753,77;2012
40101;1;"ordentliche Ausgaben";640;"Einrichtungen und Maßnahmen nach der Straßenverkehrsordnung";650;"Zinsen für Finanzschulden - Inland";41630,89;2012
40101;1;"ordentliche Ausgaben";640;"Einrichtungen und Maßnahmen nach der Straßenverkehrsordnung";653;"Zinsen für Finanzschulden - Ausland";13133,06;2012
40101;1;"ordentliche Ausgaben";640;"Einrichtungen und Maßnahmen nach der Straßenverkehrsordnung";670;Versicherungen;924,80;2012
40101;1;"ordentliche Ausgaben";640;"Einrichtungen und Maßnahmen nach der Straßenverkehrsordnung";710;"Öffentliche Abgaben (Ausgaben), ohne Gebühren gemäß FAG";155,60;2012
40101;1;"ordentliche Ausgaben";640;"Einrichtungen und Maßnahmen nach der Straßenverkehrsordnung";728;"Entgelte für sonstige Leistungen";1719063,39;2012
40101;1;"ordentliche Ausgaben";640;"Einrichtungen und Maßnahmen nach der Straßenverkehrsordnung";729;"Sonstige Ausgaben";408,00;2012
40101;1;"ordentliche Ausgaben";640;"Einrichtungen und Maßnahmen nach der Straßenverkehrsordnung";757;"Laufende Transferzahlungen an private Organisationen ohne Erwerbszweck";22050,00;2012
40101;1;"ordentliche Ausgaben";650;Eisenbahnen;600;Strom;13519,37;2012
40101;1;"ordentliche Ausgaben";650;Eisenbahnen;619;"Instandhaltung von Sonderanlagen";268,06;2012
40101;1;"ordentliche Ausgaben";650;Eisenbahnen;728;"Entgelte für sonstige Leistungen";84863,04;2012
40101;1;"ordentliche Ausgaben";650;Eisenbahnen;755;"Laufende Transferzahlungen an Unternehmungen (ohne Finanzunternehmungen)";2161461,32;2012
40101;1;"ordentliche Ausgaben";651;"Sonstige Schienenwege";346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";1072374,20;2012
40101;1;"ordentliche Ausgaben";651;"Sonstige Schienenwege";650;"Zinsen für Finanzschulden - Inland";123342,11;2012
40101;1;"ordentliche Ausgaben";651;"Sonstige Schienenwege";653;"Zinsen für Finanzschulden - Ausland";72898,16;2012
40101;1;"ordentliche Ausgaben";700;"Gesonderte Verwaltung";457;Druckwerke;774,84;2012
40101;1;"ordentliche Ausgaben";700;"Gesonderte Verwaltung";500;"Geldbezüge von Beamten der Verwaltung";187025,56;2012
40101;1;"ordentliche Ausgaben";700;"Gesonderte Verwaltung";510;"Geldbezüge der Vertragsbediensteten der Verwaltung";14533,86;2012
40101;1;"ordentliche Ausgaben";700;"Gesonderte Verwaltung";521;"Geldbezüge der ganzjährig beschäftigten Arbeiter";5600,35;2012
40101;1;"ordentliche Ausgaben";700;"Gesonderte Verwaltung";560;" Reisegebühren";3437,85;2012
40101;1;"ordentliche Ausgaben";700;"Gesonderte Verwaltung";580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";8719,47;2012
40101;1;"ordentliche Ausgaben";700;"Gesonderte Verwaltung";581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";13907,96;2012
40101;1;"ordentliche Ausgaben";700;"Gesonderte Verwaltung";590;"Freiwillige Sozialleistungen";364,00;2012
40101;1;"ordentliche Ausgaben";700;"Gesonderte Verwaltung";618;"Instandhaltung von sonstigen Anlagen";365,31;2012
40101;1;"ordentliche Ausgaben";700;"Gesonderte Verwaltung";630;Postdienste;4698,06;2012
40101;1;"ordentliche Ausgaben";700;"Gesonderte Verwaltung";631;Telekommunikationsdienste;4488,84;2012
40101;1;"ordentliche Ausgaben";700;"Gesonderte Verwaltung";700;Mietzinse;51352,53;2012
40101;1;"ordentliche Ausgaben";700;"Gesonderte Verwaltung";728;"Entgelte für sonstige Leistungen";705467,27;2012
40101;1;"ordentliche Ausgaben";700;"Gesonderte Verwaltung";729;"Sonstige Ausgaben";422,65;2012
40101;1;"ordentliche Ausgaben";749;"Sonstige Förderung der Land- und Forstwirtschaft - Sonstige Einrichtungen und Maßnahmen";755;"Laufende Transferzahlungen an Unternehmungen (ohne Finanzunternehmungen)";646,77;2012
40101;1;"ordentliche Ausgaben";789;"Förderung von Handel, Gewerbe und Industrie - Sonstige Einrichtungen und Maßnahmen";346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";413333,33;2012
40101;1;"ordentliche Ausgaben";789;"Förderung von Handel, Gewerbe und Industrie - Sonstige Einrichtungen und Maßnahmen";400;"Geringwertige Wirtschaftsgüter des Anlagevermögens";748,86;2012
40101;1;"ordentliche Ausgaben";789;"Förderung von Handel, Gewerbe und Industrie - Sonstige Einrichtungen und Maßnahmen";401;"Materialien (soweit nicht zugeordnet)";2951,12;2012
40101;1;"ordentliche Ausgaben";789;"Förderung von Handel, Gewerbe und Industrie - Sonstige Einrichtungen und Maßnahmen";510;"Geldbezüge der Vertragsbediensteten der Verwaltung";21988,87;2012
40101;1;"ordentliche Ausgaben";789;"Förderung von Handel, Gewerbe und Industrie - Sonstige Einrichtungen und Maßnahmen";580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";993,52;2012
40101;1;"ordentliche Ausgaben";789;"Förderung von Handel, Gewerbe und Industrie - Sonstige Einrichtungen und Maßnahmen";581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";4667,59;2012
40101;1;"ordentliche Ausgaben";789;"Förderung von Handel, Gewerbe und Industrie - Sonstige Einrichtungen und Maßnahmen";600;Strom;12564,08;2012
40101;1;"ordentliche Ausgaben";789;"Förderung von Handel, Gewerbe und Industrie - Sonstige Einrichtungen und Maßnahmen";619;"Instandhaltung von Sonderanlagen";291696,58;2012
40101;1;"ordentliche Ausgaben";789;"Förderung von Handel, Gewerbe und Industrie - Sonstige Einrichtungen und Maßnahmen";620;"Personen- und Gütertransporte";75,76;2012
40101;1;"ordentliche Ausgaben";789;"Förderung von Handel, Gewerbe und Industrie - Sonstige Einrichtungen und Maßnahmen";631;Telekommunikationsdienste;540,26;2012
40101;1;"ordentliche Ausgaben";789;"Förderung von Handel, Gewerbe und Industrie - Sonstige Einrichtungen und Maßnahmen";642;Beratungskosten;360,10;2012
40101;1;"ordentliche Ausgaben";789;"Förderung von Handel, Gewerbe und Industrie - Sonstige Einrichtungen und Maßnahmen";650;"Zinsen für Finanzschulden - Inland";82068,41;2012
40101;1;"ordentliche Ausgaben";789;"Förderung von Handel, Gewerbe und Industrie - Sonstige Einrichtungen und Maßnahmen";653;"Zinsen für Finanzschulden - Ausland";37523,02;2012
40101;1;"ordentliche Ausgaben";789;"Förderung von Handel, Gewerbe und Industrie - Sonstige Einrichtungen und Maßnahmen";700;Mietzinse;18553,70;2012
40101;1;"ordentliche Ausgaben";789;"Förderung von Handel, Gewerbe und Industrie - Sonstige Einrichtungen und Maßnahmen";723;"Amtspauschalien und Repräsentationsausgaben";2063,93;2012
40101;1;"ordentliche Ausgaben";789;"Förderung von Handel, Gewerbe und Industrie - Sonstige Einrichtungen und Maßnahmen";728;"Entgelte für sonstige Leistungen";125326,18;2012
40101;1;"ordentliche Ausgaben";789;"Förderung von Handel, Gewerbe und Industrie - Sonstige Einrichtungen und Maßnahmen";755;"Laufende Transferzahlungen an Unternehmungen (ohne Finanzunternehmungen)";868508,72;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;042;Amtsausstattung;838,08;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;043;Betriebsausstattung;494,76;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;298;Rücklagen;1580182,62;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;400;"Geringwertige Wirtschaftsgüter des Anlagevermögens";5801,95;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;401;"Materialien (soweit nicht zugeordnet)";23095,21;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;457;Druckwerke;1542,33;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;500;"Geldbezüge von Beamten der Verwaltung";1153829,51;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;501;"Geldbezüge der Beamten in handwerklicher Verwendung";114787,03;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;510;"Geldbezüge der Vertragsbediensteten der Verwaltung";1030388,60;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;511;"Geldbezüge der Vertragsbediensteten in handwerklicher Verwendung";289434,21;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;521;"Geldbezüge der ganzjährig beschäftigten Arbeiter";18890,51;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;560;" Reisegebühren";36407,94;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";94456,82;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";345664,15;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;590;"Freiwillige Sozialleistungen";4200,00;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;600;Strom;1418,66;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;601;Gas;1690,56;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;602;Wasser;577,49;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;617;"Instandhaltung von Fahrzeugen";16870,39;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;618;"Instandhaltung von sonstigen Anlagen";1171,42;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;620;"Personen- und Gütertransporte";3008,84;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;630;Postdienste;6103,13;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;631;Telekommunikationsdienste;38981,19;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;670;Versicherungen;7135,44;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;700;Mietzinse;646588,01;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;710;"Öffentliche Abgaben (Ausgaben), ohne Gebühren gemäß FAG";50860,21;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;728;"Entgelte für sonstige Leistungen";62490,21;2012
40101;1;"ordentliche Ausgaben";801;Liegenschaftsverwaltung;729;"Sonstige Ausgaben";2879,56;2012
40101;1;"ordentliche Ausgaben";812;WC-Anlagen;346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";8333,33;2012
40101;1;"ordentliche Ausgaben";812;WC-Anlagen;400;"Geringwertige Wirtschaftsgüter des Anlagevermögens";129,36;2012
40101;1;"ordentliche Ausgaben";812;WC-Anlagen;401;"Materialien (soweit nicht zugeordnet)";6949,34;2012
40101;1;"ordentliche Ausgaben";812;WC-Anlagen;511;"Geldbezüge der Vertragsbediensteten in handwerklicher Verwendung";46350,74;2012
40101;1;"ordentliche Ausgaben";812;WC-Anlagen;560;" Reisegebühren";42,11;2012
40101;1;"ordentliche Ausgaben";812;WC-Anlagen;580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";457,12;2012
40101;1;"ordentliche Ausgaben";812;WC-Anlagen;581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";9554,78;2012
40101;1;"ordentliche Ausgaben";812;WC-Anlagen;600;Strom;16382,82;2012
40101;1;"ordentliche Ausgaben";812;WC-Anlagen;601;Gas;3523,00;2012
40101;1;"ordentliche Ausgaben";812;WC-Anlagen;602;Wasser;8318,69;2012
40101;1;"ordentliche Ausgaben";812;WC-Anlagen;603;Wärme;794,10;2012
40101;1;"ordentliche Ausgaben";812;WC-Anlagen;614;"Instandhaltung von Gebäuden";57950,08;2012
40101;1;"ordentliche Ausgaben";812;WC-Anlagen;617;"Instandhaltung von Fahrzeugen";589,09;2012
40101;1;"ordentliche Ausgaben";812;WC-Anlagen;650;"Zinsen für Finanzschulden - Inland";3215,65;2012
40101;1;"ordentliche Ausgaben";812;WC-Anlagen;653;"Zinsen für Finanzschulden - Ausland";938,08;2012
40101;1;"ordentliche Ausgaben";812;WC-Anlagen;670;Versicherungen;1519,51;2012
40101;1;"ordentliche Ausgaben";812;WC-Anlagen;700;Mietzinse;39480,56;2012
40101;1;"ordentliche Ausgaben";812;WC-Anlagen;710;"Öffentliche Abgaben (Ausgaben), ohne Gebühren gemäß FAG";16513,62;2012
40101;1;"ordentliche Ausgaben";812;WC-Anlagen;728;"Entgelte für sonstige Leistungen";302000,04;2012
40101;1;"ordentliche Ausgaben";814;Straßenreinigung;043;Betriebsausstattung;38553,68;2012
40101;1;"ordentliche Ausgaben";814;Straßenreinigung;346;"Investitionsdarlehen von Finanzunternehmungen (Kreditinstituten, Versicherungsgesellschaften und rechtlich selbstständigen Pensionskassen)";60000,00;2012
40101;1;"ordentliche Ausgaben";814;Straßenreinigung;400;"Geringwertige Wirtschaftsgüter des Anlagevermögens";6653,16;2012
40101;1;"ordentliche Ausgaben";814;Straßenreinigung;401;"Materialien (soweit nicht zugeordnet)";309042,60;2012
40101;1;"ordentliche Ausgaben";814;Straßenreinigung;455;"Chemische und sonstige artverwandte Mittel";91906,15;2012
40101;1;"ordentliche Ausgaben";814;Straßenreinigung;459;"Sonstige Verbrauchsgüter";25303,22;2012
40101;1;"ordentliche Ausgaben";814;Straßenreinigung;500;"Geldbezüge von Beamten der Verwaltung";19407,71;2012
40101;1;"ordentliche Ausgaben";814;Straßenreinigung;501;"Geldbezüge der Beamten in handwerklicher Verwendung";392706,10;2012
40101;1;"ordentliche Ausgaben";814;Straßenreinigung;510;"Geldbezüge der Vertragsbediensteten der Verwaltung";125032,75;2012
40101;1;"ordentliche Ausgaben";814;Straßenreinigung;511;"Geldbezüge der Vertragsbediensteten in handwerklicher Verwendung";2551775,80;2012
40101;1;"ordentliche Ausgaben";814;Straßenreinigung;560;" Reisegebühren";23953,38;2012
40101;1;"ordentliche Ausgaben";814;Straßenreinigung;580;"Dienstgeberbeiträge zum Ausgleichsfonds für Familienbeihilfen";122659,66;2012
40101;1;"ordentliche Ausgaben";814;Straßenreinigung;581;"Sonstige Dienstgeberbeiträge zur sozialen Sicherheit";580654,77;2012
40101;1;"ordentliche Ausgaben";814;Straßenreinigung;602;Wasser;60214,00;2012
40101;1;"ordentliche Ausgaben";814;Straßenreinigung;616;"Instandhaltung von Maschinen und maschinellen Anlagen";6335,16;2012
40101;1;"ordentliche Ausgaben";814;Straßenreinigung;617;"Instandhaltung von Fahrzeugen";264634,60;2012
40101;1;"ordentliche Ausgaben";814;Straßenreinigung;619;"Instandhaltung von Sonderanlagen";5844,43;2012
40101;1;"ordentliche Ausgaben";814;Straßenreinigung;620;"Personen- und Gütertransporte";23926,48;2012
40101;1;"ordentliche Ausgaben";814;Straßenreinigung;631;Telekommunikationsdienste;3369,67;2012
40101;1;"ordentliche Ausgaben";814;Straßenreinigung;650;"Zinsen für Finanzschulden - Inland";7305,99;2012
40101;1;"ordentliche Ausgaben";814;Straßenreinigung;653;"Zinsen für Finanzschulden - Ausland";5628,45;2012
40101;1;"ordentliche Ausgaben";814;Straßenreinigung;670;Versicherungen;32182,45;2012
40101;1;"ordentliche Ausgaben";814;Straßenreinigung;700;Mietzinse;13384,35;2012
40101;1;"ordentliche Ausgaben";814;Straßenreinigung;710;"Öffentliche Abgaben (Ausgaben), ohne Gebühren gemäß FAG";4073,20;2012
