date cvd tmpd o3mean
1991-04-08 45 62.5 2.5948
1991-04-09 41 67.75 0.9882
1991-04-10 35 66 4.2942
1991-04-11 34 62.5 5.1948
1991-04-12 44 60 -3.21
1991-04-13 27 58.25 1.4734
1991-04-14 52 58.5 8.9265
1991-04-15 46 59.25 -0.2374
1991-04-16 48 57.75 0.1728
1991-04-17 33 58.25 3.2636
1991-04-18 51 56.75 1.3108
1991-04-19 57 59.25 2.8793
1991-04-20 43 59 6.1538
1991-04-21 48 60.25 -1.0588
1991-04-22 42 59.5 -6.4482
1991-04-23 38 61.75 -3.0957
1991-04-24 46 60 -1.719
1991-04-25 41 62 -0.1734
1991-04-26 49 60.5 -0.9813
1991-04-27 52 67.5 10.1568
1991-04-28 39 70.5 10.5261
1991-04-29 51 67.5 3.0554
1991-04-30 47 63.75 10.646
1991-05-01 53 58.75 8.1547
1991-05-02 51 56 -0.4973
1991-05-03 35 57.5 -0.1449
1991-05-04 48 62.5 3.3862
1991-05-05 44 72.5 11.6192
1991-05-06 55 69 6.852
1991-05-07 47 68.25 12.9362
1991-05-08 36 65.5 4.9733
1991-05-09 35 62 1.9413
1991-05-10 39 59.5 -0.5124
1991-05-11 40 60 4.243
1991-05-12 43 60 9.3799
1991-05-13 49 59.75 3.5107
1991-05-14 48 62 5.4605
1991-05-15 44 65 9.1379
1991-05-16 43 65 7.5428
1991-05-17 44 62 3.3894
1991-05-18 43 57.75 6.2825
1991-05-19 39 57.5 4.2225
1991-05-20 50 57.75 3.899
1991-05-21 38 59.5 2.7476
1991-05-22 45 61.25 5.4224
1991-05-23 38 62.25 15.6489
1991-05-24 46 62.75 19.3408
1991-05-25 43 60 10.9502
1991-05-26 44 61.5 16.9161
1991-05-27 34 60.75 14.7495
1991-05-28 34 61.25 7.5558
1991-05-29 37 61 11.4763
1991-05-30 41 60 -0.703
1991-05-31 49 60 0.2071
1991-06-01 52 62.25 8.8286
1991-06-02 48 61 8.0407
1991-06-03 37 62.25 6.7527
1991-06-04 49 61.5 6.5931
1991-06-05 24 62.5 8.6539
1991-06-06 36 63 9.1552
1991-06-07 34 62.25 8.5662
1991-06-08 42 62 16.3402
1991-06-09 47 64.5 28.5111
1991-06-10 50 63.25 21.0293
1991-06-11 44 64 15.8747
1991-06-12 35 64.5 8.4338
1991-06-13 32 65.5 9.5181
1991-06-14 47 64.5 7.9008
1991-06-15 43 65.5 15.4437
1991-06-16 36 65.75 32.368
1991-06-17 45 65.25 27.9251
1991-06-18 36 64.5 9.0064
1991-06-19 48 65.5 12.3132
1991-06-20 46 66 12.8782
1991-06-21 50 66.25 12.3532
1991-06-22 52 67 14.3961
1991-06-23 28 66 10.889
1991-06-24 46 64.75 2.8853
1991-06-25 49 66 0.3131
1991-06-26 41 67.5 4.0994
1991-06-27 38 66.25 -1.0821
1991-06-28 39 68.25 -11.4387
1991-06-29 47 67 -6.4324
1991-06-30 36 69.5 9.7101
1991-07-01 44 66 11.7074
1991-07-02 39 68.25 7.0509
1991-07-03 42 67 11.8633
1991-07-04 39 66.5 18.4873
1991-07-05 39 69.25 24.5901
1991-07-06 35 69.75 11.3189
1991-07-07 41 71.75 5.6504
1991-07-08 44 67.75 -8.7077
1991-07-09 29 68 -2.524
1991-07-10 43 67.25 5.1324
1991-07-11 32 68.25 11.913
1991-07-12 38 68 21.4865
1991-07-13 37 68.25 32.2671
1991-07-14 47 69 33.368
1991-07-15 39 67.75 11.7526
1991-07-16 34 68.75 16.4882
1991-07-17 55 67.75 15.8084
1991-07-18 28 68 6.1203
1991-07-19 36 67 0.2549
1991-07-20 31 68 8.0265
1991-07-21 30 65.75 8.5758
1991-07-22 33 68 9.1761
1991-07-23 44 68.25 17.5224
1991-07-24 38 68.25 19.5893
1991-07-25 28 69 18.1806
1991-07-26 28 67.5 13.8719
1991-07-27 38 70 19.1558
1991-07-28 29 69.75 17.7053
1991-07-29 34 69.75 12.5095
1991-07-30 37 67.75 7.9596
1991-07-31 44 70.5 4.3318
1991-08-01 42 69.75 10.9148
1991-08-02 39 68 13.0081
1991-08-03 37 68.25 18.7984
1991-08-04 32 68 22.1445
1991-08-05 38 68 14.6277
1991-08-06 36 68.75 13.7974
1991-08-07 34 69.25 15.8898
1991-08-08 32 69.5 20.8168
1991-08-09 37 69.25 24.6992
1991-08-10 47 69.5 13.3419
1991-08-11 45 72.75 4.1536
1991-08-12 29 81.75 -8.9667
1991-08-13 51 74.75 -9.2488
1991-08-14 33 70.75 -14.1779
1991-08-15 36 71.75 -5.901
1991-08-16 43 70.5 2.8633
1991-08-17 36 69.5 16.807
1991-08-18 29 69.5 15.4871
1991-08-19 34 70.25 11.6616
1991-08-20 37 70.5 11.023
1991-08-21 42 69.75 12.1132
1991-08-22 43 71.75 23.8439
1991-08-23 36 72.5 24.6196
1991-08-24 45 70.5 19.4545
1991-08-25 39 69.5 17.7693
1991-08-26 37 69.5 9.3449
1991-08-27 31 69.75 9.9093
1991-08-28 36 68 4.4763
1991-08-29 39 69.75 16.1708
1991-08-30 39 68.25 14.492
1991-08-31 49 69.75 18.3324
1991-09-01 47 70.5 30.9914
1991-09-02 47 69.75 17.0661
1991-09-03 41 70.75 10.5363
1991-09-04 38 70 3.0704
1991-09-05 45 67.25 5.9046
1991-09-06 35 69 -0.0641
1991-09-07 40 67 9.048
1991-09-08 35 66.5 15.9717
1991-09-09 39 67.5 -1.2464
1991-09-10 37 67 -1.6652
1991-09-11 38 65 -0.75
1991-09-12 27 65.75 4.0355
1991-09-13 35 66.25 11.3784
1991-09-14 46 65 22.8297
1991-09-15 36 68.25 39.0077
1991-09-16 41 67.5 14.0701
1991-09-17 40 67.75 12.9416
1991-09-18 23 71.75 26.4052
1991-09-19 40 70.75 14.8245
1991-09-20 40 71.5 4.8691
1991-09-21 39 70.5 8.6324
1991-09-22 43 74.75 7.2328
1991-09-23 40 75 10.0927
1991-09-24 45 76.75 15.0848
1991-09-25 38 71.25 5.0571
1991-09-26 33 70.75 0.3734
1991-09-27 40 74 -2.7696
1991-09-28 37 73.5 -3.0116
1991-09-29 42 68.75 0.1093
1991-09-30 43 71.25 -2.8283
1991-10-01 44 80 1.8886
1991-10-02 50 76.75 8.6843
1991-10-03 47 70.25 5.1141
1991-10-04 40 68.25 1.9154
1991-10-05 41 68.25 16.3275
1991-10-06 45 68.5 27.8798
1991-10-07 42 68.75 7.3712
1991-10-08 44 68.25 3.4496
1991-10-09 41 72.25 -3.6623
1991-10-10 40 83 -3.676
1991-10-11 38 76.75 -2.9091
1991-10-12 55 72.75 -2.9192
1991-10-13 42 72.75 3.0611
1991-10-14 42 67.25 4.4184
1991-10-15 46 66.5 5.6311
1991-10-16 37 66.75 19.5341
1991-10-17 35 67.75 15.1762
1991-10-18 34 70.25 9.0695
1991-10-19 49 69.5 10.7455
1991-10-20 38 66.25 21.475
1991-10-21 41 69 7.515
1991-10-22 48 68.25 -8.5329
1991-10-23 41 67.5 -11.9471
1991-10-24 34 63.25 -10.9989
1991-10-25 27 62.25 -9.1009
1991-10-26 42 62.25 -14.9446
1991-10-27 36 62.25 -3.0945
1991-10-28 54 62.5 -10.2975
1991-10-29 34 59.5 -10.8571
1991-10-30 47 61.75 -11.0085
1991-10-31 38 60.5 -12.3587
1991-11-01 44 62.75 -14.2457
1991-11-02 36 61.25 -7.7487
1991-11-03 54 65 -1.7707
1991-11-04 51 70.5 -12.9869
1991-11-05 60 70.75 -10.9312
1991-11-06 47 69.5 -9.2008
1991-11-07 49 63.25 -9.1862
1991-11-08 50 66 -4.0711
1991-11-09 38 63.5 -5.4135
1991-11-10 51 64.25 -3.7562
1991-11-11 48 66.75 -12.6979
1991-11-12 42 72.5 -13.6524
1991-11-13 34 71.75 -10.8367
1991-11-14 43 63 -7.8193
1991-11-15 41 58.5 -14.4225
1991-11-16 49 57.5 -9.3185
1991-11-17 43 56 -7.3378
1991-11-18 44 60.5 -13.2683
1991-11-19 45 63 -13.2837
1991-11-20 38 66.25 -16.3362
1991-11-21 41 61.25 -17.4052
1991-11-22 59 64.5 -14.8654
1991-11-23 47 67 -11.0368
1991-11-24 39 67.75 -12.6924
1991-11-25 55 63.25 -17.7804
1991-11-26 43 62.75 -18.4424
1991-11-27 43 57.25 -11.8249
1991-11-28 28 61.25 -4.1581
1991-11-29 43 53.75 -8.9411
1991-11-30 44 57 -5.394
1991-12-01 49 52.75 -12.8123
1991-12-02 44 52.75 -18.1444
1991-12-03 41 58.5 -18.6793
1991-12-04 41 64.75 -18.2631
1991-12-05 53 58.75 -20.9236
1991-12-06 39 52.75 -19.6922
1991-12-07 53 53.75 -12.2771
1991-12-08 62 55 -16.151
1991-12-09 46 63.75 -16.9524
1991-12-10 52 63 -20.2196
1991-12-11 58 59.25 -18.9402
1991-12-12 45 57.75 -17.3949
1991-12-13 56 57.75 -17.9923
1991-12-14 37 64.75 -16.0325
1991-12-15 55 64.75 -15.6916
1991-12-16 49 65.5 -19.3007
1991-12-17 53 61.25 -20.2115
1991-12-18 60 60.5 -14.709
1991-12-19 40 57.75 -5.7627
1991-12-20 50 59.5 -12.5669
1991-12-21 68 60 -15.1792
1991-12-22 53 57.5 -14.8495
1991-12-23 56 61 -16.1648
1991-12-24 65 58.5 -14.9716
1991-12-25 72 54.5 -11.526
1991-12-26 41 55.25 -15.2763
1991-12-27 69 55.75 -11.3698
1991-12-28 69 54.75 -11.9646
1991-12-29 62 53.25 -12.4819
1991-12-30 60 55.75 -16.8673
1991-12-31 68 56.5 -16.843
1992-01-01 63 59.25 -13.1492
1992-01-02 75 64.75 -14.4808
1992-01-03 73 54.5 -18.2972
1992-01-04 52 59.25 -18.7131
1992-01-05 52 54.75 -13.8242
1992-01-06 61 50.25 -16.1255
1992-01-07 58 48.75 -19.816
1992-01-08 51 52.25 -14.8823
1992-01-09 50 56.25 -13.9827
1992-01-10 65 60.25 -16.6073
1992-01-11 61 59.25 -13.7883
1992-01-12 46 55.5 -10.4498
1992-01-13 60 53.5 -16.7215
1992-01-14 50 55 -17.0257
1992-01-15 59 59 -14.7117
1992-01-16 47 61.5 -15.2639
1992-01-17 58 55.25 -19.2104
1992-01-18 69 55 -17.2575
1992-01-19 66 58 -9.4074
1992-01-20 56 59.75 -14.7092
1992-01-21 57 56.25 -16.0357
1992-01-22 49 57.25 -14.3659
1992-01-23 56 60.25 -16.2463
1992-01-24 56 65 -16.4562
1992-01-25 52 60.25 -19.328
1992-01-26 58 56.5 -14.0925
1992-01-27 47 57.75 -13.1314
1992-01-28 66 58 -20.7812
1992-01-29 58 63.75 -14.1037
1992-01-30 57 67.25 -15.1843
1992-01-31 54 64.25 -14.3533
1992-02-01 54 59.75 -11.346
1992-02-02 52 59.5 -6.4681
1992-02-03 52 64 -9.8532
1992-02-04 47 63.75 -14.0411
1992-02-05 52 61.75 -19.0025
1992-02-06 50 57 -17.5933
1992-02-07 46 58 -12.9478
1992-02-08 51 58 -12.5404
1992-02-09 44 57 -7.1468
1992-02-10 54 56.25 -7.1093
1992-02-11 50 60.25 -12.434
1992-02-12 64 57 -15.0868
1992-02-13 43 55.75 -12.3703
1992-02-14 42 54.25 -16.503
1992-02-15 42 55.25 -9.9363
1992-02-16 53 54.5 -11.5732
1992-02-17 48 56.75 -13.6992
1992-02-18 54 57.5 -13.0794
1992-02-19 34 57.5 -14.6321
1992-02-20 54 61 -19.9092
1992-02-21 43 61.75 -12.4227
1992-02-22 37 64.25 -7.8803
1992-02-23 43 66.5 -2.9574
1992-02-24 41 66 -10.6263
1992-02-25 50 67.75 -11.0789
1992-02-26 39 67.75 -10.2788
1992-02-27 35 68.75 -6.9978
1992-02-28 46 68.25 -9.3985
1992-02-29 50 63.25 -9.7696
1992-03-01 39 61.5 -2.4744
1992-03-02 50 57.75 -7.2113
1992-03-03 41 59 -9.6299
1992-03-04 51 59.25 -8.0402
1992-03-05 43 59.25 -8.7643
1992-03-06 59 58.5 -9.635
1992-03-07 48 54.75 -8.1751
1992-03-08 37 55.75 -5.7007
1992-03-09 55 58.25 -14.1809
1992-03-10 41 58.5 -9.3922
1992-03-11 47 60.5 -4.5691
1992-03-12 43 62 0.9499
1992-03-13 45 60.75 8.9078
1992-03-14 42 59 0.7605
1992-03-15 58 58.25 -5.5134
1992-03-16 50 57.75 -8.2438
1992-03-17 41 59.25 -6.5093
1992-03-18 44 58.25 -8.2311
1992-03-19 46 57.5 -10.8879
1992-03-20 38 57.75 -14.5564
1992-03-21 45 58 0.2558
1992-03-22 50 57.25 -6.48
1992-03-23 45 58 -4.5704
1992-03-24 43 59.75 -2.2283
1992-03-25 41 59.5 -16.4753
1992-03-26 44 63.75 -8.5266
1992-03-27 48 60.75 -9.8793
1992-03-28 42 62 -2.4222
1992-03-29 45 61.25 -0.624
1992-03-30 40 61 -9.227
1992-03-31 48 59.5 -12.8055
1992-04-01 52 63.25 -11.2686
1992-04-02 61 62.25 1.8024
1992-04-03 40 65 9.4425
1992-04-04 37 63.75 12.8991
1992-04-05 51 64 10.4829
1992-04-06 47 63.5 1.2479
1992-04-07 37 63.25 3.6193
1992-04-08 47 62.5 5.1242
1992-04-09 36 64.25 10.8622
1992-04-10 44 64.75 16.8691
1992-04-11 48 63.75 17.8648
1992-04-12 45 60.5 6.7395
1992-04-13 43 62.25 -4.0046
1992-04-14 36 64 -1.7608
1992-04-15 47 63.75 -4.1432
1992-04-16 60 64 2.4074
1992-04-17 37 66.5 6.8999
1992-04-18 50 69 15.5356
1992-04-19 39 71.75 11.914
1992-04-20 54 69.25 9.4458
1992-04-21 40 66.5 8.6897
1992-04-22 42 66.75 7.573
1992-04-23 36 67.5 14.9186
1992-04-24 53 70.75 25.4186
1992-04-25 40 73.25 41.9424
1992-04-26 71 72.75 37.5292
1992-04-27 48 73 23.6069
1992-04-28 46 70.5 23.2057
1992-04-29 44 70 16.6435
1992-04-30 49 66.75 7.2326
1992-05-01 54 66.75 11.4198
1992-05-02 38 67.25 15.136
1992-05-03 46 67.75 20.2919
1992-05-04 43 65.25 10.489
1992-05-05 46 66.25 2.217
1992-05-06 35 67.75 9.8581
1992-05-07 42 66 10.8533
1992-05-08 35 66.25 21.1376
1992-05-09 26 65.75 8.652
1992-05-10 38 68.5 11.4155
1992-05-11 41 68.25 -2.8398
1992-05-12 33 67.5 2.8995
1992-05-13 28 68 6.8204
1992-05-14 38 65.75 3.1981
1992-05-15 38 66.75 8.974
1992-05-16 38 65.5 20.585
1992-05-17 39 66.75 31.4979
1992-05-18 34 66.75 11.8872
1992-05-19 39 67.5 -3.1177
1992-05-20 44 66.25 -0.5908
1992-05-21 38 66.25 4.5526
1992-05-22 41 67.5 11.3155
1992-05-23 40 66.5 17.2872
1992-05-24 31 66.25 25.806
1992-05-25 32 66 26.3665
1992-05-26 26 66.75 23.9785
1992-05-27 43 67.25 12.215
1992-05-28 31 66.75 3.8204
1992-05-29 37 66.25 8.5156
1992-05-30 29 68.75 23.2824
1992-05-31 37 68.25 22.4453
1992-06-01 35 67.5 15.9019
1992-06-02 42 66.75 14.3518
1992-06-03 51 68.75 24.8072
1992-06-04 43 67.25 17.3272
1992-06-05 47 66 0.8585
1992-06-06 45 65.75 -0.0181
1992-06-07 41 66.5 3.4342
1992-06-08 46 67 3.5275
1992-06-09 35 67 10.618
1992-06-10 28 65.5 10.5094
1992-06-11 32 68.75 9.018
1992-06-12 35 67.75 6.9748
1992-06-13 40 66 6.7639
1992-06-14 42 65.25 4.4507
1992-06-15 36 64.75 0.9176
1992-06-16 42 66 5.4717
1992-06-17 37 67.75 10.6106
1992-06-18 37 66.25 11.5778
1992-06-19 32 65.75 10.2557
1992-06-20 40 65.5 17.5608
1992-06-21 43 66.75 18.8394
1992-06-22 46 66.75 9.8396
1992-06-23 42 72 3.3707
1992-06-24 35 69.5 1.042
1992-06-25 34 69.75 1.4927
1992-06-26 24 67.5 1.1237
1992-06-27 40 69.25 15.0236
1992-06-28 40 72.5 11.74
1992-06-29 41 68.5 -8.6071
1992-06-30 41 68.5 -4.9851
1992-07-01 33 66.75 2.3006
1992-07-02 33 68.25 11.2798
1992-07-03 37 66.75 5.6826
1992-07-04 49 69.25 18.0319
1992-07-05 55 72 21.1267
1992-07-06 43 74.5 11.3987
1992-07-07 31 75.75 -6.1073
1992-07-08 48 80 -0.6424
1992-07-09 45 77.75 5.8709
1992-07-10 37 74.5 -8.3119
1992-07-11 38 73 -17.0027
1992-07-12 23 72.75 -18.2374
1992-07-13 37 76 -12.0099
1992-07-14 45 74.5 -3.2082
1992-07-15 41 72.75 1.6264
1992-07-16 40 74.5 13.7587
1992-07-17 50 74.75 18.7671
1992-07-18 33 77 24.625
1992-07-19 40 74.5 11.04
1992-07-20 36 74.5 5.8159
1992-07-21 43 72.5 6.3709
1992-07-22 28 72 9.2868
1992-07-23 45 72 14.9581
1992-07-24 40 71 15.9262
1992-07-25 43 72.5 19.6433
1992-07-26 44 71.5 24.3139
1992-07-27 29 71.5 14.0065
1992-07-28 40 71.5 10.0272
1992-07-29 35 69.5 12.3602
1992-07-30 48 71.75 21.8413
1992-07-31 38 72.5 25.132
1992-08-01 29 73 37.1747
1992-08-02 41 74 29.7733
1992-08-03 43 74.25 10.2364
1992-08-04 45 75 3.1325
1992-08-05 40 74.25 7.496
1992-08-06 38 74 4.8747
1992-08-07 44 75.25 7.4579
1992-08-08 39 75 19.7267
1992-08-09 18 75.5 17.496
1992-08-10 27 76.5 10.0186
1992-08-11 39 75 11.6008
1992-08-12 39 75.75 18.636
1992-08-13 48 79.25 21.1197
1992-08-14 42 82.25 10.8426
1992-08-15 47 80.75 21.8875
1992-08-16 61 78.75 25.2884
1992-08-17 51 80.5 21.0512
1992-08-18 52 76.5 12.5337
1992-08-19 45 77.75 11.3617
1992-08-20 43 76.25 18.338
1992-08-21 42 72.25 5.313
1992-08-22 35 73.25 10.5338
1992-08-23 51 73.75 13.8926
1992-08-24 43 72 6.0694
1992-08-25 42 72.25 8.8105
1992-08-26 41 72.25 8.8993
1992-08-27 44 75.75 0.7945
1992-08-28 40 75.5 5.2608
1992-08-29 29 72 2.933
1992-08-30 35 68.75 -2.9723
1992-08-31 31 68.25 -3.8494
1992-09-01 39 70.25 4.6851
1992-09-02 25 70 4.6495
1992-09-03 31 70.25 3.9168
1992-09-04 34 70 -1.5929
1992-09-05 43 71.5 11.4765
1992-09-06 38 71.5 13.0365
1992-09-07 30 70.25 16.4495
1992-09-08 37 70.25 8.5951
1992-09-09 39 69 7.4754
1992-09-10 26 70 13.037
1992-09-11 46 69 12.8016
1992-09-12 44 69 15.6087
1992-09-13 29 69.25 12.8596
1992-09-14 37 70.5 1.935
1992-09-15 32 70.25 0.6731
1992-09-16 38 71.5 2.3458
1992-09-17 38 74.5 1.3571
1992-09-18 44 73.75 -3.862
1992-09-19 46 71.5 12.2874
1992-09-20 50 72.25 30.276
1992-09-21 50 72.25 13.2136
1992-09-22 38 75.5 4.9528
1992-09-23 49 81.25 -5.5365
1992-09-24 47 77.25 0.9082
1992-09-25 39 72 -4.2185
1992-09-26 30 73.25 6.5889
1992-09-27 37 73.5 9.4372
1992-09-28 40 75.25 0.1081
1992-09-29 36 76.25 8.8334
1992-09-30 32 77.25 -1.8084
1992-10-01 44 75.5 -12.9698
1992-10-02 40 67.25 -10.6825
1992-10-03 44 66.25 2.38
1992-10-04 35 67 13.8142
1992-10-05 44 69.25 5.8296
1992-10-06 29 68 6.4244
1992-10-07 40 69 -1.9447
1992-10-08 34 68.25 -1.1925
1992-10-09 43 67.5 3.7363
1992-10-10 35 68.75 17.9126
1992-10-11 35 66.25 14.0822
1992-10-12 42 66 9.19
1992-10-13 37 67 3.2991
1992-10-14 47 68.75 2.3668
1992-10-15 35 66.25 -2.6387
1992-10-16 45 65.5 -3.666
1992-10-17 52 64.25 8.2328
1992-10-18 42 66.75 17.7153
1992-10-19 45 67.25 12.5323
1992-10-20 37 67.75 19.6944
1992-10-21 36 66.75 -3.1783
1992-10-22 36 68.5 -5.9011
1992-10-23 36 76.25 -13.3738
1992-10-24 35 68.5 -7.9409
1992-10-25 39 68.5 -1.8332
1992-10-26 41 68 -10.285
1992-10-27 31 68.25 -16.0328
1992-10-28 45 66.5 -12.1504
1992-10-29 35 66.25 -6.6872
1992-10-30 56 66 -13.3421
1992-10-31 34 65 -8.534
1992-11-01 34 68 -6.988
1992-11-02 38 68.5 -12.0858
1992-11-03 44 71.25 -10.1804
1992-11-04 51 65.5 -13.4235
1992-11-05 37 65.75 -14.6758
1992-11-06 45 67.75 -12.8195
1992-11-07 39 64.5 -3.1851
1992-11-08 34 64.25 1.6327
1992-11-09 53 65.5 -10.0932
1992-11-10 46 65 -9.7356
1992-11-11 38 60.25 -12.7479
1992-11-12 44 66.25 -14.2499
1992-11-13 42 65.25 -15.6688
1992-11-14 49 66.5 -13.2976
1992-11-15 42 64.75 -12.5005
1992-11-16 33 63.25 -7.3094
1992-11-17 38 62.75 -6.0894
1992-11-18 44 60.5 -7.943
1992-11-19 52 62.5 -12.0267
1992-11-20 46 63.75 -7.0185
1992-11-21 55 57.5 -15.0471
1992-11-22 39 56.5 -12.9052
1992-11-23 48 59.5 -11.5432
1992-11-24 45 58 -17.7095
1992-11-25 44 61 -14.8373
1992-11-26 43 61.25 -12.0578
1992-11-27 51 63 -13.2206
1992-11-28 60 60.5 -8.674
1992-11-29 49 61.5 -7.9535
1992-11-30 36 59.75 -13.1401
1992-12-01 42 60 -16.8582
1992-12-02 50 57 -15.7751
1992-12-03 45 57.25 -14.1759
1992-12-04 52 56.25 -14.8054
1992-12-05 53 54 -14.8995
1992-12-06 39 56.5 -11.6391
1992-12-07 52 54.75 -12.6343
1992-12-08 50 55 -13.4732
1992-12-09 32 55.25 -17.8789
1992-12-10 46 57 -16.3173
1992-12-11 33 54.5 -17.4052
1992-12-12 51 55.75 -6.6976
1992-12-13 63 55.75 -8.294
1992-12-14 53 53 -16.2051
1992-12-15 47 52.25 -17.3172
1992-12-16 54 53.75 -16.9596
1992-12-17 45 53.25 -14.9065
1992-12-18 55 53.25 -10.7314
1992-12-19 46 51 -13.1936
1992-12-20 39 50.25 -15.1709
1992-12-21 48 52.5 -17.7979
1992-12-22 73 55 -17.4425
1992-12-23 43 60.5 -15.2823
1992-12-24 44 61.25 -15.405
1992-12-25 59 58.75 -14.7126
1992-12-26 57 57.5 -16.1219
1992-12-27 47 53.25 -20.8644
1992-12-28 56 54.5 -18.8209
1992-12-29 52 57.25 -11.3353
1992-12-30 54 54.5 -13.2681
1992-12-31 42 54.25 -17.1647
1993-01-01 60 52.25 -17.5118
1993-01-02 52 51.5 -12.8019
1993-01-03 38 49.5 -13.2802
1993-01-04 54 48.75 -19.9313
1993-01-05 60 50.75 -18.0375
1993-01-06 59 53.25 -17.9731
1993-01-07 64 60 -16.065
1993-01-08 40 56.75 -12.9471
1993-01-09 58 56.5 -14.5076
1993-01-10 54 54.5 -15.4178
1993-01-11 53 51.5 -15.4927
1993-01-12 51 48.75 -20.7202
1993-01-13 47 58 -15.9383
1993-01-14 57 57.75 -11.1546
1993-01-15 43 56.5 -20.2154
1993-01-16 39 58.25 -19.0943
1993-01-17 50 57.5 -11.6333
1993-01-18 51 53 -11.9201
1993-01-19 48 52.25 -18.2967
1993-01-20 58 54.25 -16.9889
1993-01-21 47 57 -17.9222
1993-01-22 38 56.25 -17.5918
1993-01-23 59 61.5 -12.3266
1993-01-24 51 63.25 -11.7837
1993-01-25 58 65 -14.477
1993-01-26 32 68 -15.5847
1993-01-27 42 61.25 -16.6106
1993-01-28 47 56 -16.6406
1993-01-29 50 56.5 -12.8097
1993-01-30 54 57.25 -10.8604
1993-01-31 44 58.5 -6.6315
1993-02-01 44 56.25 -12.7552
1993-02-02 49 60 -14.5179
1993-02-03 47 60 -18.6979
1993-02-04 61 62 -14.9334
1993-02-05 42 61.75 -17.128
1993-02-06 53 60 -12.6678
1993-02-07 49 60.75 -14.4791
1993-02-08 40 59.25 -9.2366
1993-02-09 49 58.75 -9.1137
1993-02-10 45 55 -13.2414
1993-02-11 42 54.25 -13.5947
1993-02-12 51 55.75 -11.8858
1993-02-13 46 60 -11.0759
1993-02-14 51 56.25 -2.9119
1993-02-15 59 55 -5.5623
1993-02-16 56 56.5 -12.1275
1993-02-17 53 60 -10.8181
1993-02-18 52 59.75 -8.8931
1993-02-19 50 59.75 -2.3044
1993-02-20 59 55.75 -0.7656
1993-02-21 43 54 -8.096
1993-02-22 45 54.5 -13.8051
1993-02-23 56 56.25 -12.1604
1993-02-24 49 55 -8.0444
1993-02-25 37 52.25 -9.1563
1993-02-26 53 53.5 -14.7981
1993-02-27 45 52.25 -8.5377
1993-02-28 52 51.75 -6.6946
1993-03-01 55 54 -7.738
1993-03-02 49 54.75 -5.9651
1993-03-03 59 57 -6.8758
1993-03-04 54 60.25 -7.5781
1993-03-05 51 64.5 -6.991
1993-03-06 51 68.5 -6.7633
1993-03-07 48 68.5 1.5749
1993-03-08 59 60.75 -3.4742
1993-03-09 47 62.25 -4.3161
1993-03-10 50 60.25 -6.0995
1993-03-11 52 61 -4.4074
1993-03-12 53 67 -8.0463
1993-03-13 41 65.75 -0.2997
1993-03-14 47 64.5 1.1392
1993-03-15 54 61.75 -3.5483
1993-03-16 49 62.75 -2.7616
1993-03-17 35 64.25 -9.9098
1993-03-18 43 62.25 -6.754
1993-03-19 41 62.5 -3.1593
1993-03-20 51 63.75 0.8383
1993-03-21 43 63.75 9.8318
1993-03-22 42 63.75 13.0598
1993-03-23 48 61 22.2822
1993-03-24 42 62.25 12.9532
1993-03-25 49 59 -5.2596
1993-03-26 43 56 -0.268
1993-03-27 55 56.25 2.3069
1993-03-28 35 55 1.6654
1993-03-29 53 55.25 -6.5563
1993-03-30 47 58.75 3.5128
1993-03-31 45 59.25 3.8786
1993-04-01 52 59.75 -5.2974
1993-04-02 55 62.5 -2.1578
1993-04-03 43 65.75 14.5697
1993-04-04 50 63.5 11.502
1993-04-05 38 60.25 1.0654
1993-04-06 50 59.25 0.153
1993-04-07 46 60.75 -1.532
1993-04-08 33 65 8.594
1993-04-09 41 62.5 -0.7237
1993-04-10 46 63.75 -0.1997
1993-04-11 46 62.5 11.149
1993-04-12 47 60 6.7322
1993-04-13 61 66 0.2609
1993-04-14 41 60.5 6.0432
1993-04-15 39 61.75 4.5744
1993-04-16 53 61 3.9678
1993-04-17 40 61.75 5.5381
1993-04-18 42 62.75 1.3931
1993-04-19 45 67 2.5936
1993-04-20 53 69.25 6.7153
1993-04-21 34 68 11.6924
1993-04-22 42 61.75 -0.5783
1993-04-23 54 61.75 4.8434
1993-04-24 41 62.25 5.1453
1993-04-25 34 66.25 14.0644
1993-04-26 54 66.75 6.1766
1993-04-27 40 64.75 7.4238
1993-04-28 42 63.5 10.1465
1993-04-29 34 64 7.5429
1993-04-30 38 65.5 18.6104
1993-05-01 40 68.75 24.8007
1993-05-02 53 66 24.5192
1993-05-03 46 65 9.6041
1993-05-04 26 62.25 0.9472
1993-05-05 48 62.25 7.482
1993-05-06 43 65 4.3985
1993-05-07 44 65.25 1.3272
1993-05-08 31 66.75 8.4128
1993-05-09 49 74.25 19.6055
1993-05-10 46 68 7.7713
1993-05-11 38 64.75 3.7566
1993-05-12 45 63.75 3.9714
1993-05-13 37 64 -0.5549
1993-05-14 40 68.25 2.0698
1993-05-15 44 69.25 0.077
1993-05-16 39 67 9.3167
1993-05-17 49 66.75 8.1324
1993-05-18 36 65.5 -1.6153
1993-05-19 53 65.75 -5.6253
1993-05-20 29 66.25 -11.7566
1993-05-21 41 65.75 -2.0952
1993-05-22 41 66.25 7.0143
1993-05-23 48 64.75 7.429
1993-05-24 40 68 5.9562
1993-05-25 58 68 -11.4615
1993-05-26 38 66.5 -2.9959
1993-05-27 34 65.25 -3.6254
